CC20191106154043.00,5.3,2019-11-06 15:40:43,27.22,54.92,10,伊朗,http://news.ceic.ac.cn/CC20191106154043.00.html
CC20191106083909.00,6.0,2019-11-06 08:39:08,-13.52,167.90,10,瓦努阿图群岛,http://news.ceic.ac.cn/CC20191106083909.00.html
CC20191106071726.00,5.9,2019-11-06 07:17:25,-13.75,167.75,10,瓦努阿图群岛,http://news.ceic.ac.cn/CC20191106071726.00.html
CC20191106045209.00,5.9,2019-11-06 04:52:08,-58.15,-9.55,10,南桑威奇群岛以东海域,http://news.ceic.ac.cn/CC20191106045209.00.html
CD20191105175701.00,3.6,2019-11-05 17:57:01,40.74,78.78,8,新疆阿克苏地区柯坪县,http://news.ceic.ac.cn/CD20191105175701.00.html
CD20191105132951.00,3.0,2019-11-05 13:29:50,36.71,80.20,7,新疆和田地区洛浦县,http://news.ceic.ac.cn/CD20191105132951.00.html
CC20191105064332.00,6.6,2019-11-05 06:43:32,-18.56,-175.24,10,汤加群岛,http://news.ceic.ac.cn/CC20191105064332.00.html
CC20191105055325.00,5.9,2019-11-05 05:53:24,-31.81,-71.34,50,智利,http://news.ceic.ac.cn/CC20191105055325.00.html
CD20191104212120.00,3.0,2019-11-04 21:21:20,40.70,122.67,8,辽宁鞍山市海城市,http://news.ceic.ac.cn/CD20191104212120.00.html
CD20191104052919.00,2.9,2019-11-04 05:29:19,26.09,99.59,11,云南大理州洱源县,http://news.ceic.ac.cn/CD20191104052919.00.html
CC20191103212317.00,5.7,2019-11-03 21:23:16,-29.12,-67.70,100,阿根廷,http://news.ceic.ac.cn/CC20191103212317.00.html
CD20191103101116.00,3.0,2019-11-03 10:11:15,26.09,99.58,11,云南大理州洱源县,http://news.ceic.ac.cn/CD20191103101116.00.html
CD20191103032634.00,4.2,2019-11-03 03:26:33,24.38,122.06,23,台湾宜兰县海域,http://news.ceic.ac.cn/CD20191103032634.00.html
CC20191103020844.00,6.1,2019-11-03 02:08:43,-55.55,-26.27,40,南桑威奇群岛地区,http://news.ceic.ac.cn/CC20191103020844.00.html
CD20191102170507.00,3.1,2019-11-02 17:05:06,40.35,106.85,10,内蒙古巴彦淖尔市磴口县,http://news.ceic.ac.cn/CD20191102170507.00.html
CD20191102063615.00,4.6,2019-11-02 06:36:14,35.20,88.99,11,西藏那曲市安多县,http://news.ceic.ac.cn/CD20191102063615.00.html
CD20191101153303.00,3.3,2019-11-01 15:33:02,32.48,117.59,10,安徽滁州市定远县,http://news.ceic.ac.cn/CD20191101153303.00.html
CD20191101102959.00,3.6,2019-11-01 10:29:58,33.24,93.75,7,青海玉树州杂多县,http://news.ceic.ac.cn/CD20191101102959.00.html
CD20191101033723.00,3.5,2019-11-01 03:37:23,24.39,102.77,12,云南玉溪市江川区,http://news.ceic.ac.cn/CD20191101033723.00.html
CD20191031160335.00,3.6,2019-10-31 16:03:34,29.07,102.35,15,四川雅安市石棉县,http://news.ceic.ac.cn/CD20191031160335.00.html
CC20191106154043.00,5.3,2019-11-06 15:40:43,27.22,54.92,10,伊朗,http://news.ceic.ac.cn/CC20191106154043.00.html
CC20191106083909.00,6.0,2019-11-06 08:39:08,-13.52,167.90,10,瓦努阿图群岛,http://news.ceic.ac.cn/CC20191106083909.00.html
CC20191106071726.00,5.9,2019-11-06 07:17:25,-13.75,167.75,10,瓦努阿图群岛,http://news.ceic.ac.cn/CC20191106071726.00.html
CC20191106045209.00,5.9,2019-11-06 04:52:08,-58.15,-9.55,10,南桑威奇群岛以东海域,http://news.ceic.ac.cn/CC20191106045209.00.html
CD20191105175701.00,3.6,2019-11-05 17:57:01,40.74,78.78,8,新疆阿克苏地区柯坪县,http://news.ceic.ac.cn/CD20191105175701.00.html
CD20191105132951.00,3.0,2019-11-05 13:29:50,36.71,80.20,7,新疆和田地区洛浦县,http://news.ceic.ac.cn/CD20191105132951.00.html
CC20191105064332.00,6.6,2019-11-05 06:43:32,-18.56,-175.24,10,汤加群岛,http://news.ceic.ac.cn/CC20191105064332.00.html
CC20191105055325.00,5.9,2019-11-05 05:53:24,-31.81,-71.34,50,智利,http://news.ceic.ac.cn/CC20191105055325.00.html
CD20191104212120.00,3.0,2019-11-04 21:21:20,40.70,122.67,8,辽宁鞍山市海城市,http://news.ceic.ac.cn/CD20191104212120.00.html
CD20191104052919.00,2.9,2019-11-04 05:29:19,26.09,99.59,11,云南大理州洱源县,http://news.ceic.ac.cn/CD20191104052919.00.html
CC20191103212317.00,5.7,2019-11-03 21:23:16,-29.12,-67.70,100,阿根廷,http://news.ceic.ac.cn/CC20191103212317.00.html
CD20191103101116.00,3.0,2019-11-03 10:11:15,26.09,99.58,11,云南大理州洱源县,http://news.ceic.ac.cn/CD20191103101116.00.html
CD20191103032634.00,4.2,2019-11-03 03:26:33,24.38,122.06,23,台湾宜兰县海域,http://news.ceic.ac.cn/CD20191103032634.00.html
CC20191103020844.00,6.1,2019-11-03 02:08:43,-55.55,-26.27,40,南桑威奇群岛地区,http://news.ceic.ac.cn/CC20191103020844.00.html
CD20191102170507.00,3.1,2019-11-02 17:05:06,40.35,106.85,10,内蒙古巴彦淖尔市磴口县,http://news.ceic.ac.cn/CD20191102170507.00.html
CD20191102063615.00,4.6,2019-11-02 06:36:14,35.20,88.99,11,西藏那曲市安多县,http://news.ceic.ac.cn/CD20191102063615.00.html
CD20191101153303.00,3.3,2019-11-01 15:33:02,32.48,117.59,10,安徽滁州市定远县,http://news.ceic.ac.cn/CD20191101153303.00.html
CD20191101102959.00,3.6,2019-11-01 10:29:58,33.24,93.75,7,青海玉树州杂多县,http://news.ceic.ac.cn/CD20191101102959.00.html
CD20191101033723.00,3.5,2019-11-01 03:37:23,24.39,102.77,12,云南玉溪市江川区,http://news.ceic.ac.cn/CD20191101033723.00.html
CD20191031160335.00,3.6,2019-10-31 16:03:34,29.07,102.35,15,四川雅安市石棉县,http://news.ceic.ac.cn/CD20191031160335.00.html
CC20191106154043.00,5.3,2019-11-06 15:40:43,27.22,54.92,10,伊朗,http://news.ceic.ac.cn/CC20191106154043.00.html
CC20191106083909.00,6.0,2019-11-06 08:39:08,-13.52,167.90,10,瓦努阿图群岛,http://news.ceic.ac.cn/CC20191106083909.00.html
CC20191106071726.00,5.9,2019-11-06 07:17:25,-13.75,167.75,10,瓦努阿图群岛,http://news.ceic.ac.cn/CC20191106071726.00.html
CC20191106045209.00,5.9,2019-11-06 04:52:08,-58.15,-9.55,10,南桑威奇群岛以东海域,http://news.ceic.ac.cn/CC20191106045209.00.html
CD20191105175701.00,3.6,2019-11-05 17:57:01,40.74,78.78,8,新疆阿克苏地区柯坪县,http://news.ceic.ac.cn/CD20191105175701.00.html
CD20191105132951.00,3.0,2019-11-05 13:29:50,36.71,80.20,7,新疆和田地区洛浦县,http://news.ceic.ac.cn/CD20191105132951.00.html
CC20191105064332.00,6.6,2019-11-05 06:43:32,-18.56,-175.24,10,汤加群岛,http://news.ceic.ac.cn/CC20191105064332.00.html
CC20191105055325.00,5.9,2019-11-05 05:53:24,-31.81,-71.34,50,智利,http://news.ceic.ac.cn/CC20191105055325.00.html
CD20191104212120.00,3.0,2019-11-04 21:21:20,40.70,122.67,8,辽宁鞍山市海城市,http://news.ceic.ac.cn/CD20191104212120.00.html
CD20191104052919.00,2.9,2019-11-04 05:29:19,26.09,99.59,11,云南大理州洱源县,http://news.ceic.ac.cn/CD20191104052919.00.html
CC20191103212317.00,5.7,2019-11-03 21:23:16,-29.12,-67.70,100,阿根廷,http://news.ceic.ac.cn/CC20191103212317.00.html
CD20191103101116.00,3.0,2019-11-03 10:11:15,26.09,99.58,11,云南大理州洱源县,http://news.ceic.ac.cn/CD20191103101116.00.html
CD20191103032634.00,4.2,2019-11-03 03:26:33,24.38,122.06,23,台湾宜兰县海域,http://news.ceic.ac.cn/CD20191103032634.00.html
CC20191103020844.00,6.1,2019-11-03 02:08:43,-55.55,-26.27,40,南桑威奇群岛地区,http://news.ceic.ac.cn/CC20191103020844.00.html
CD20191102170507.00,3.1,2019-11-02 17:05:06,40.35,106.85,10,内蒙古巴彦淖尔市磴口县,http://news.ceic.ac.cn/CD20191102170507.00.html
CD20191102063615.00,4.6,2019-11-02 06:36:14,35.20,88.99,11,西藏那曲市安多县,http://news.ceic.ac.cn/CD20191102063615.00.html
CD20191101153303.00,3.3,2019-11-01 15:33:02,32.48,117.59,10,安徽滁州市定远县,http://news.ceic.ac.cn/CD20191101153303.00.html
CD20191101102959.00,3.6,2019-11-01 10:29:58,33.24,93.75,7,青海玉树州杂多县,http://news.ceic.ac.cn/CD20191101102959.00.html
CD20191101033723.00,3.5,2019-11-01 03:37:23,24.39,102.77,12,云南玉溪市江川区,http://news.ceic.ac.cn/CD20191101033723.00.html
CD20191031160335.00,3.6,2019-10-31 16:03:34,29.07,102.35,15,四川雅安市石棉县,http://news.ceic.ac.cn/CD20191031160335.00.html
CC20191106154043.00,5.3,2019-11-06 15:40:43,27.22,54.92,10,伊朗,http://news.ceic.ac.cn/CC20191106154043.00.html
CC20191106083909.00,6.0,2019-11-06 08:39:08,-13.52,167.90,10,瓦努阿图群岛,http://news.ceic.ac.cn/CC20191106083909.00.html
CC20191106071726.00,5.9,2019-11-06 07:17:25,-13.75,167.75,10,瓦努阿图群岛,http://news.ceic.ac.cn/CC20191106071726.00.html
CC20191106045209.00,5.9,2019-11-06 04:52:08,-58.15,-9.55,10,南桑威奇群岛以东海域,http://news.ceic.ac.cn/CC20191106045209.00.html
CD20191105175701.00,3.6,2019-11-05 17:57:01,40.74,78.78,8,新疆阿克苏地区柯坪县,http://news.ceic.ac.cn/CD20191105175701.00.html
CD20191105132951.00,3.0,2019-11-05 13:29:50,36.71,80.20,7,新疆和田地区洛浦县,http://news.ceic.ac.cn/CD20191105132951.00.html
CC20191105064332.00,6.6,2019-11-05 06:43:32,-18.56,-175.24,10,汤加群岛,http://news.ceic.ac.cn/CC20191105064332.00.html
CC20191105055325.00,5.9,2019-11-05 05:53:24,-31.81,-71.34,50,智利,http://news.ceic.ac.cn/CC20191105055325.00.html
CD20191104212120.00,3.0,2019-11-04 21:21:20,40.70,122.67,8,辽宁鞍山市海城市,http://news.ceic.ac.cn/CD20191104212120.00.html
CD20191104052919.00,2.9,2019-11-04 05:29:19,26.09,99.59,11,云南大理州洱源县,http://news.ceic.ac.cn/CD20191104052919.00.html
CC20191103212317.00,5.7,2019-11-03 21:23:16,-29.12,-67.70,100,阿根廷,http://news.ceic.ac.cn/CC20191103212317.00.html
CD20191103101116.00,3.0,2019-11-03 10:11:15,26.09,99.58,11,云南大理州洱源县,http://news.ceic.ac.cn/CD20191103101116.00.html
CD20191103032634.00,4.2,2019-11-03 03:26:33,24.38,122.06,23,台湾宜兰县海域,http://news.ceic.ac.cn/CD20191103032634.00.html
CC20191103020844.00,6.1,2019-11-03 02:08:43,-55.55,-26.27,40,南桑威奇群岛地区,http://news.ceic.ac.cn/CC20191103020844.00.html
CD20191102170507.00,3.1,2019-11-02 17:05:06,40.35,106.85,10,内蒙古巴彦淖尔市磴口县,http://news.ceic.ac.cn/CD20191102170507.00.html
CD20191102063615.00,4.6,2019-11-02 06:36:14,35.20,88.99,11,西藏那曲市安多县,http://news.ceic.ac.cn/CD20191102063615.00.html
CD20191101153303.00,3.3,2019-11-01 15:33:02,32.48,117.59,10,安徽滁州市定远县,http://news.ceic.ac.cn/CD20191101153303.00.html
CD20191101102959.00,3.6,2019-11-01 10:29:58,33.24,93.75,7,青海玉树州杂多县,http://news.ceic.ac.cn/CD20191101102959.00.html
CD20191101033723.00,3.5,2019-11-01 03:37:23,24.39,102.77,12,云南玉溪市江川区,http://news.ceic.ac.cn/CD20191101033723.00.html
CD20191031160335.00,3.6,2019-10-31 16:03:34,29.07,102.35,15,四川雅安市石棉县,http://news.ceic.ac.cn/CD20191031160335.00.html
CC20191106154043.00,5.3,2019-11-06 15:40:43,27.22,54.92,10,伊朗,http://news.ceic.ac.cn/CC20191106154043.00.html
CC20191106083909.00,6.0,2019-11-06 08:39:08,-13.52,167.90,10,瓦努阿图群岛,http://news.ceic.ac.cn/CC20191106083909.00.html
CC20191106071726.00,5.9,2019-11-06 07:17:25,-13.75,167.75,10,瓦努阿图群岛,http://news.ceic.ac.cn/CC20191106071726.00.html
CC20191106045209.00,5.9,2019-11-06 04:52:08,-58.15,-9.55,10,南桑威奇群岛以东海域,http://news.ceic.ac.cn/CC20191106045209.00.html
CD20191105175701.00,3.6,2019-11-05 17:57:01,40.74,78.78,8,新疆阿克苏地区柯坪县,http://news.ceic.ac.cn/CD20191105175701.00.html
CD20191105132951.00,3.0,2019-11-05 13:29:50,36.71,80.20,7,新疆和田地区洛浦县,http://news.ceic.ac.cn/CD20191105132951.00.html
CC20191105064332.00,6.6,2019-11-05 06:43:32,-18.56,-175.24,10,汤加群岛,http://news.ceic.ac.cn/CC20191105064332.00.html
CC20191105055325.00,5.9,2019-11-05 05:53:24,-31.81,-71.34,50,智利,http://news.ceic.ac.cn/CC20191105055325.00.html
CD20191104212120.00,3.0,2019-11-04 21:21:20,40.70,122.67,8,辽宁鞍山市海城市,http://news.ceic.ac.cn/CD20191104212120.00.html
CD20191104052919.00,2.9,2019-11-04 05:29:19,26.09,99.59,11,云南大理州洱源县,http://news.ceic.ac.cn/CD20191104052919.00.html
CC20191103212317.00,5.7,2019-11-03 21:23:16,-29.12,-67.70,100,阿根廷,http://news.ceic.ac.cn/CC20191103212317.00.html
CD20191103101116.00,3.0,2019-11-03 10:11:15,26.09,99.58,11,云南大理州洱源县,http://news.ceic.ac.cn/CD20191103101116.00.html
CD20191103032634.00,4.2,2019-11-03 03:26:33,24.38,122.06,23,台湾宜兰县海域,http://news.ceic.ac.cn/CD20191103032634.00.html
CC20191103020844.00,6.1,2019-11-03 02:08:43,-55.55,-26.27,40,南桑威奇群岛地区,http://news.ceic.ac.cn/CC20191103020844.00.html
CD20191102170507.00,3.1,2019-11-02 17:05:06,40.35,106.85,10,内蒙古巴彦淖尔市磴口县,http://news.ceic.ac.cn/CD20191102170507.00.html
CD20191102063615.00,4.6,2019-11-02 06:36:14,35.20,88.99,11,西藏那曲市安多县,http://news.ceic.ac.cn/CD20191102063615.00.html
CD20191101153303.00,3.3,2019-11-01 15:33:02,32.48,117.59,10,安徽滁州市定远县,http://news.ceic.ac.cn/CD20191101153303.00.html
CD20191101102959.00,3.6,2019-11-01 10:29:58,33.24,93.75,7,青海玉树州杂多县,http://news.ceic.ac.cn/CD20191101102959.00.html
CD20191101033723.00,3.5,2019-11-01 03:37:23,24.39,102.77,12,云南玉溪市江川区,http://news.ceic.ac.cn/CD20191101033723.00.html
CD20191031160335.00,3.6,2019-10-31 16:03:34,29.07,102.35,15,四川雅安市石棉县,http://news.ceic.ac.cn/CD20191031160335.00.html
CC20191106154043.00,5.3,2019-11-06 15:40:43,27.22,54.92,10,伊朗,http://news.ceic.ac.cn/CC20191106154043.00.html
CC20191106083909.00,6.0,2019-11-06 08:39:08,-13.52,167.90,10,瓦努阿图群岛,http://news.ceic.ac.cn/CC20191106083909.00.html
CC20191106071726.00,5.9,2019-11-06 07:17:25,-13.75,167.75,10,瓦努阿图群岛,http://news.ceic.ac.cn/CC20191106071726.00.html
CC20191106045209.00,5.9,2019-11-06 04:52:08,-58.15,-9.55,10,南桑威奇群岛以东海域,http://news.ceic.ac.cn/CC20191106045209.00.html
CD20191105175701.00,3.6,2019-11-05 17:57:01,40.74,78.78,8,新疆阿克苏地区柯坪县,http://news.ceic.ac.cn/CD20191105175701.00.html
CD20191105132951.00,3.0,2019-11-05 13:29:50,36.71,80.20,7,新疆和田地区洛浦县,http://news.ceic.ac.cn/CD20191105132951.00.html
CC20191105064332.00,6.6,2019-11-05 06:43:32,-18.56,-175.24,10,汤加群岛,http://news.ceic.ac.cn/CC20191105064332.00.html
CC20191105055325.00,5.9,2019-11-05 05:53:24,-31.81,-71.34,50,智利,http://news.ceic.ac.cn/CC20191105055325.00.html
CD20191104212120.00,3.0,2019-11-04 21:21:20,40.70,122.67,8,辽宁鞍山市海城市,http://news.ceic.ac.cn/CD20191104212120.00.html
CD20191104052919.00,2.9,2019-11-04 05:29:19,26.09,99.59,11,云南大理州洱源县,http://news.ceic.ac.cn/CD20191104052919.00.html
CC20191103212317.00,5.7,2019-11-03 21:23:16,-29.12,-67.70,100,阿根廷,http://news.ceic.ac.cn/CC20191103212317.00.html
CD20191103101116.00,3.0,2019-11-03 10:11:15,26.09,99.58,11,云南大理州洱源县,http://news.ceic.ac.cn/CD20191103101116.00.html
CD20191103032634.00,4.2,2019-11-03 03:26:33,24.38,122.06,23,台湾宜兰县海域,http://news.ceic.ac.cn/CD20191103032634.00.html
CC20191103020844.00,6.1,2019-11-03 02:08:43,-55.55,-26.27,40,南桑威奇群岛地区,http://news.ceic.ac.cn/CC20191103020844.00.html
CD20191102170507.00,3.1,2019-11-02 17:05:06,40.35,106.85,10,内蒙古巴彦淖尔市磴口县,http://news.ceic.ac.cn/CD20191102170507.00.html
CD20191102063615.00,4.6,2019-11-02 06:36:14,35.20,88.99,11,西藏那曲市安多县,http://news.ceic.ac.cn/CD20191102063615.00.html
CD20191101153303.00,3.3,2019-11-01 15:33:02,32.48,117.59,10,安徽滁州市定远县,http://news.ceic.ac.cn/CD20191101153303.00.html
CD20191101102959.00,3.6,2019-11-01 10:29:58,33.24,93.75,7,青海玉树州杂多县,http://news.ceic.ac.cn/CD20191101102959.00.html
CD20191101033723.00,3.5,2019-11-01 03:37:23,24.39,102.77,12,云南玉溪市江川区,http://news.ceic.ac.cn/CD20191101033723.00.html
CD20191031160335.00,3.6,2019-10-31 16:03:34,29.07,102.35,15,四川雅安市石棉县,http://news.ceic.ac.cn/CD20191031160335.00.html
CC20191106154043.00,5.3,2019-11-06 15:40:43,27.22,54.92,10,伊朗,http://news.ceic.ac.cn/CC20191106154043.00.html
CC20191106083909.00,6.0,2019-11-06 08:39:08,-13.52,167.90,10,瓦努阿图群岛,http://news.ceic.ac.cn/CC20191106083909.00.html
CC20191106071726.00,5.9,2019-11-06 07:17:25,-13.75,167.75,10,瓦努阿图群岛,http://news.ceic.ac.cn/CC20191106071726.00.html
CC20191106045209.00,5.9,2019-11-06 04:52:08,-58.15,-9.55,10,南桑威奇群岛以东海域,http://news.ceic.ac.cn/CC20191106045209.00.html
CD20191105175701.00,3.6,2019-11-05 17:57:01,40.74,78.78,8,新疆阿克苏地区柯坪县,http://news.ceic.ac.cn/CD20191105175701.00.html
CD20191105132951.00,3.0,2019-11-05 13:29:50,36.71,80.20,7,新疆和田地区洛浦县,http://news.ceic.ac.cn/CD20191105132951.00.html
CC20191105064332.00,6.6,2019-11-05 06:43:32,-18.56,-175.24,10,汤加群岛,http://news.ceic.ac.cn/CC20191105064332.00.html
CC20191105055325.00,5.9,2019-11-05 05:53:24,-31.81,-71.34,50,智利,http://news.ceic.ac.cn/CC20191105055325.00.html
CD20191104212120.00,3.0,2019-11-04 21:21:20,40.70,122.67,8,辽宁鞍山市海城市,http://news.ceic.ac.cn/CD20191104212120.00.html
CD20191104052919.00,2.9,2019-11-04 05:29:19,26.09,99.59,11,云南大理州洱源县,http://news.ceic.ac.cn/CD20191104052919.00.html
CC20191103212317.00,5.7,2019-11-03 21:23:16,-29.12,-67.70,100,阿根廷,http://news.ceic.ac.cn/CC20191103212317.00.html
CD20191103101116.00,3.0,2019-11-03 10:11:15,26.09,99.58,11,云南大理州洱源县,http://news.ceic.ac.cn/CD20191103101116.00.html
CD20191103032634.00,4.2,2019-11-03 03:26:33,24.38,122.06,23,台湾宜兰县海域,http://news.ceic.ac.cn/CD20191103032634.00.html
CC20191103020844.00,6.1,2019-11-03 02:08:43,-55.55,-26.27,40,南桑威奇群岛地区,http://news.ceic.ac.cn/CC20191103020844.00.html
CD20191102170507.00,3.1,2019-11-02 17:05:06,40.35,106.85,10,内蒙古巴彦淖尔市磴口县,http://news.ceic.ac.cn/CD20191102170507.00.html
CD20191102063615.00,4.6,2019-11-02 06:36:14,35.20,88.99,11,西藏那曲市安多县,http://news.ceic.ac.cn/CD20191102063615.00.html
CD20191101153303.00,3.3,2019-11-01 15:33:02,32.48,117.59,10,安徽滁州市定远县,http://news.ceic.ac.cn/CD20191101153303.00.html
CD20191101102959.00,3.6,2019-11-01 10:29:58,33.24,93.75,7,青海玉树州杂多县,http://news.ceic.ac.cn/CD20191101102959.00.html
CD20191101033723.00,3.5,2019-11-01 03:37:23,24.39,102.77,12,云南玉溪市江川区,http://news.ceic.ac.cn/CD20191101033723.00.html
CD20191031160335.00,3.6,2019-10-31 16:03:34,29.07,102.35,15,四川雅安市石棉县,http://news.ceic.ac.cn/CD20191031160335.00.html
CC20191106154043.00,5.3,2019-11-06 15:40:43,27.22,54.92,10,伊朗,http://news.ceic.ac.cn/CC20191106154043.00.html
CC20191106083909.00,6.0,2019-11-06 08:39:08,-13.52,167.90,10,瓦努阿图群岛,http://news.ceic.ac.cn/CC20191106083909.00.html
CC20191106071726.00,5.9,2019-11-06 07:17:25,-13.75,167.75,10,瓦努阿图群岛,http://news.ceic.ac.cn/CC20191106071726.00.html
CC20191106045209.00,5.9,2019-11-06 04:52:08,-58.15,-9.55,10,南桑威奇群岛以东海域,http://news.ceic.ac.cn/CC20191106045209.00.html
CD20191105175701.00,3.6,2019-11-05 17:57:01,40.74,78.78,8,新疆阿克苏地区柯坪县,http://news.ceic.ac.cn/CD20191105175701.00.html
CD20191105132951.00,3.0,2019-11-05 13:29:50,36.71,80.20,7,新疆和田地区洛浦县,http://news.ceic.ac.cn/CD20191105132951.00.html
CC20191105064332.00,6.6,2019-11-05 06:43:32,-18.56,-175.24,10,汤加群岛,http://news.ceic.ac.cn/CC20191105064332.00.html
CC20191105055325.00,5.9,2019-11-05 05:53:24,-31.81,-71.34,50,智利,http://news.ceic.ac.cn/CC20191105055325.00.html
CD20191104212120.00,3.0,2019-11-04 21:21:20,40.70,122.67,8,辽宁鞍山市海城市,http://news.ceic.ac.cn/CD20191104212120.00.html
CD20191104052919.00,2.9,2019-11-04 05:29:19,26.09,99.59,11,云南大理州洱源县,http://news.ceic.ac.cn/CD20191104052919.00.html
CC20191103212317.00,5.7,2019-11-03 21:23:16,-29.12,-67.70,100,阿根廷,http://news.ceic.ac.cn/CC20191103212317.00.html
CD20191103101116.00,3.0,2019-11-03 10:11:15,26.09,99.58,11,云南大理州洱源县,http://news.ceic.ac.cn/CD20191103101116.00.html
CD20191103032634.00,4.2,2019-11-03 03:26:33,24.38,122.06,23,台湾宜兰县海域,http://news.ceic.ac.cn/CD20191103032634.00.html
CC20191103020844.00,6.1,2019-11-03 02:08:43,-55.55,-26.27,40,南桑威奇群岛地区,http://news.ceic.ac.cn/CC20191103020844.00.html
CD20191102170507.00,3.1,2019-11-02 17:05:06,40.35,106.85,10,内蒙古巴彦淖尔市磴口县,http://news.ceic.ac.cn/CD20191102170507.00.html
CD20191102063615.00,4.6,2019-11-02 06:36:14,35.20,88.99,11,西藏那曲市安多县,http://news.ceic.ac.cn/CD20191102063615.00.html
CD20191101153303.00,3.3,2019-11-01 15:33:02,32.48,117.59,10,安徽滁州市定远县,http://news.ceic.ac.cn/CD20191101153303.00.html
CD20191101102959.00,3.6,2019-11-01 10:29:58,33.24,93.75,7,青海玉树州杂多县,http://news.ceic.ac.cn/CD20191101102959.00.html
CD20191101033723.00,3.5,2019-11-01 03:37:23,24.39,102.77,12,云南玉溪市江川区,http://news.ceic.ac.cn/CD20191101033723.00.html
CD20191031160335.00,3.6,2019-10-31 16:03:34,29.07,102.35,15,四川雅安市石棉县,http://news.ceic.ac.cn/CD20191031160335.00.html
CC20191106154043.00,5.3,2019-11-06 15:40:43,27.22,54.92,10,伊朗,http://news.ceic.ac.cn/CC20191106154043.00.html
CC20191106083909.00,6.0,2019-11-06 08:39:08,-13.52,167.90,10,瓦努阿图群岛,http://news.ceic.ac.cn/CC20191106083909.00.html
CC20191106071726.00,5.9,2019-11-06 07:17:25,-13.75,167.75,10,瓦努阿图群岛,http://news.ceic.ac.cn/CC20191106071726.00.html
CC20191106045209.00,5.9,2019-11-06 04:52:08,-58.15,-9.55,10,南桑威奇群岛以东海域,http://news.ceic.ac.cn/CC20191106045209.00.html
CD20191105175701.00,3.6,2019-11-05 17:57:01,40.74,78.78,8,新疆阿克苏地区柯坪县,http://news.ceic.ac.cn/CD20191105175701.00.html
CD20191105132951.00,3.0,2019-11-05 13:29:50,36.71,80.20,7,新疆和田地区洛浦县,http://news.ceic.ac.cn/CD20191105132951.00.html
CC20191105064332.00,6.6,2019-11-05 06:43:32,-18.56,-175.24,10,汤加群岛,http://news.ceic.ac.cn/CC20191105064332.00.html
CC20191105055325.00,5.9,2019-11-05 05:53:24,-31.81,-71.34,50,智利,http://news.ceic.ac.cn/CC20191105055325.00.html
