Uid,Order_Date,Order_Id,Pay_Type,Pay_Amt,Is_Discount
4316112,2018/3/20 21:57,7285960721,4,143.5754306,0
5716120,2018/3/1 11:12,4385881800,10,465.3102421,0
5516111,2018/3/8 4:03,6063211144,12,172.6132631,0
4620115,2018/3/17 15:56,8906884084,7,154.2732938,1
6416111,2018/3/6 11:12,1008126279,2,435.1245191,0
4520112,2018/3/9 3:00,3178176801,11,686.8620907,1
5415118,2018/3/25 0:21,8158897301,4,1070.576803,1
6211118,2018/3/21 22:43,1740329857,8,372.3898441,0
4614120,2018/3/14 11:28,1747642468,8,353.7887205,0
5313111,2018/3/11 23:53,6761884402,4,462.5525522,0
4318120,2018/3/24 20:12,7185977962,12,1204.504727,0
5017113,2018/3/8 2:46,4361766814,8,666.4501423,0
6312112,2018/3/29 3:56,1759411469,10,822.533457,0
6520112,2018/3/29 4:57,4449270687,2,627.8200006,0
6615114,2018/3/12 11:31,8253079916,7,661.4022227,1
6018111,2018/3/17 20:06,5173472545,12,854.1831267,0
3520114,2018/3/15 4:53,8375046312,7,516.4126217,0
5914120,2018/3/26 16:06,5995952068,4,925.4204167,0
4315112,2018/3/2 7:41,8358191556,9,580.3732261,1
5919116,2018/3/25 11:10,1951977267,4,339.8689899,0
4814115,2018/3/21 12:58,3144499175,2,642.9509334,0
3516116,2018/3/21 14:41,3705962298,6,796.5238994,0
6318111,2018/3/11 18:45,8424437424,9,363.5231494,0
3516117,2018/3/25 22:16,6677686045,5,447.2156358,1
4914119,2018/3/10 3:22,7827091945,7,553.0183284,0
5218119,2018/3/19 18:19,8751365473,10,721.1178479,0
4319116,2018/3/22 2:48,3081571896,8,1255.424455,0
3918112,2018/3/16 1:23,3213243757,5,923.1448877,0
4515113,2018/3/27 2:41,3464812663,10,577.7648355,0
6517116,2018/3/17 23:17,4439440686,12,733.912712,1
3220114,2018/3/30 13:51,7139851698,10,1001.015582,0
3420117,2018/3/14 1:48,8157479034,8,490.2865363,0
6411119,2018/3/6 11:32,8835568900,9,273.6250054,1
4213117,2018/3/13 22:22,2471820649,4,405.6034191,1
3216114,2018/3/15 22:19,7304260640,7,570.2457467,1
6718116,2018/3/9 19:11,3116664460,3,1076.534916,0
3315120,2018/3/25 22:23,7343649880,12,1094.062849,0
4913118,2018/3/19 9:30,5751190494,7,574.6770182,0
5116113,2018/3/16 13:07,1679877531,2,1017.464433,1
6220118,2018/3/22 1:50,4489741724,3,347.4767764,0
5120113,2018/3/15 3:16,7605380566,5,1118.833823,0
6211113,2018/3/5 22:50,3719016656,9,772.0914638,0
3518120,2018/3/16 19:50,3077677471,11,129.6488099,0
4518115,2018/3/8 2:02,3288474406,9,690.2482531,1
3314111,2018/3/11 2:07,3158631286,9,85.53750637,0
6312119,2018/3/20 18:55,8354622899,1,831.4309185,0
6516116,2018/3/6 13:48,6786261011,9,747.567713,0
4114113,2018/3/10 11:37,5273891050,6,930.6916184,0
3916119,2018/3/2 23:14,3536443316,11,764.8931172,0
3416113,2018/3/16 2:13,1349659613,5,953.410925,0
5719112,2018/3/21 8:39,5345440362,6,689.5368385,0
5418119,2018/3/7 23:04,6044392475,10,745.3962237,0
4411120,2018/3/28 9:32,6616737895,9,651.5163912,0
5517112,2018/3/2 11:35,3730481061,4,696.3683385,0
6411118,2018/3/27 7:54,7695898540,11,589.7822027,1
4716120,2018/3/2 22:17,3441977288,11,801.4420443,0
6413116,2018/3/3 17:56,8028293795,1,739.9419763,0
4812119,2018/3/28 20:03,5519425580,8,524.450901,0
4620118,2018/3/27 13:26,2701790002,6,547.4143857,0
6418116,2018/3/21 1:43,6365846489,5,665.9583503,0
4211120,2018/3/23 3:40,8193771339,3,6.060692229,0
6515111,2018/3/20 12:27,2819335733,12,687.108688,0
4618117,2018/3/9 14:53,5517969408,5,784.7920851,1
5517120,2018/3/23 20:49,1092425586,11,871.9351915,0
3920114,2018/3/24 12:12,7111596282,3,824.5052915,0
6611114,2018/3/22 5:46,6249290127,1,961.7819808,1
4417115,2018/3/21 13:55,3693967697,12,511.3123021,1
4416119,2018/3/15 10:45,5473221695,10,552.0054903,0
4520120,2018/3/20 0:39,4374977147,4,297.4343959,0
4216117,2018/3/9 16:47,2761342288,8,630.7779417,0
5920118,2018/3/16 4:28,7417013673,5,925.1631273,0
4016115,2018/3/25 4:29,7573833219,3,928.1528219,0
5117117,2018/3/11 16:22,3990161178,11,1016.412521,1
3318115,2018/3/21 17:39,8832129051,11,693.8257074,1
4719116,2018/3/6 9:52,8243233430,11,186.7923761,0
4220114,2018/3/1 4:26,2002862413,4,816.0068148,0
5312111,2018/3/26 16:43,8516213586,10,418.9178731,0
4112117,2018/3/13 12:54,7582574441,10,42.54093439,0
4911120,2018/3/17 20:04,6693454300,7,680.4839401,0
4320113,2018/3/19 7:44,4883669559,5,604.3591684,0
3414111,2018/3/18 6:24,3273927496,1,632.8198171,0
3415114,2018/3/19 19:30,8601243332,3,353.735693,0
5818118,2018/3/18 20:03,3186169151,10,1064.922082,0
5514120,2018/3/4 8:16,7905035544,7,685.0753255,0
4615113,2018/3/27 14:26,8336649219,4,252.8088364,0
3611117,2018/3/5 5:05,5876948526,12,590.1573522,0
4914112,2018/3/13 5:08,8089741362,10,983.8403812,0
3614116,2018/3/27 9:32,3963694514,8,707.1106113,0
6411120,2018/3/18 0:18,3105090036,11,527.3926654,0
6216120,2018/3/11 5:45,1850189957,9,713.9651852,1
6012117,2018/3/5 3:48,2290511662,11,493.2775968,1
4019117,2018/3/18 0:46,5339713280,12,1215.311627,0
3514120,2018/3/26 11:23,6646381955,11,436.2291217,1
4217116,2018/3/5 17:43,6207261132,5,258.1333422,1
4913117,2018/3/15 12:25,4205631023,4,885.6139267,0
5420118,2018/3/23 0:03,8086094857,3,279.4369121,0
5919119,2018/3/25 8:00,5439678504,10,633.8342507,0
6316115,2018/3/27 13:33,4081577591,9,28.92025965,0
3711120,2018/3/7 14:38,6278660894,1,199.8470874,0
6513113,2018/3/27 23:48,3734958572,8,1213.581132,0
3217120,2018/3/22 13:53,1312472299,8,816.7072509,0
3712117,2018/3/21 22:58,1800492136,11,530.0447878,0
5718119,2018/3/5 9:23,7906458406,6,837.025632,0
5311119,2018/3/22 2:39,8102518114,9,109.5246861,0
3212114,2018/3/1 1:49,7676888800,2,246.8544077,0
6620120,2018/3/22 16:20,8346184110,5,596.174947,0
