Uid,Order_Date,Order_Id,Pay_Type,Pay_Amt,Is_Discount
5114113,2018/2/5 17:52,2490637682,12,420.6507655,0
4712120,2018/2/15 1:58,1820547818,4,999.7033652,0
4213112,2018/2/20 4:19,1224156361,1,697.557411,1
4613113,2018/2/27 22:41,5786036376,4,862.129255,1
4114116,2018/2/15 5:21,2896352243,1,710.6371953,0
3415117,2018/2/18 19:30,3003956647,7,315.8634147,0
5914120,2018/2/24 0:50,8550134344,12,194.1879435,0
6315119,2018/2/9 13:21,6152621953,9,779.5119976,1
3316114,2018/2/15 12:31,8453854206,7,717.5090402,0
5911113,2018/2/22 12:47,8535224167,1,536.964156,1
3817113,2018/2/1 8:20,4138381783,4,281.6485195,0
5712117,2018/2/16 23:20,4310689053,4,721.3351656,0
5411117,2018/2/23 8:58,3782446000,9,731.2777328,0
4912114,2018/2/9 15:11,4529924287,9,144.0775476,0
5316113,2018/2/12 5:09,5265855614,2,989.7615131,1
3716120,2018/2/21 10:13,3306042087,9,414.8139558,1
4019116,2018/2/11 3:58,6155546552,4,792.5183106,0
6313118,2018/2/21 15:53,5668529825,2,607.3168242,0
3718120,2018/2/24 2:40,1202966573,3,362.9860541,0
3315118,2018/2/2 10:35,8290424742,6,761.2870869,0
5720113,2018/2/24 20:22,1740640726,12,975.7061764,0
6011112,2018/2/28 1:07,5695837555,2,511.1723492,0
5614120,2018/2/7 21:38,7256713070,6,650.5252411,0
6719119,2018/2/26 4:59,5634877306,11,669.2962607,1
5220113,2018/2/28 17:22,3488768479,8,910.1204315,0
3815113,2018/2/3 2:52,2712528756,12,467.370781,1
5320117,2018/2/18 23:25,8883025326,12,520.2859175,0
6616117,2018/2/11 21:59,3671626537,1,889.0374136,0
6715119,2018/2/16 7:08,6987711709,10,534.5504977,1
4216111,2018/2/26 1:32,7703719960,1,174.9344311,0
6617115,2018/2/8 2:01,8428444732,10,25.1606279,0
6620118,2018/2/27 23:49,8792765979,4,354.6513064,0
3513112,2018/2/4 12:43,8730923031,9,931.8767933,0
4518113,2018/2/18 21:16,1587657555,8,514.5254227,1
6519113,2018/2/7 13:10,8429828587,9,920.6844087,0
4117117,2018/2/2 13:42,7471779409,10,947.2476001,0
5619118,2018/2/19 1:59,6785310907,6,94.26158412,0
5913119,2018/2/22 2:55,2015233735,7,367.5738189,0
4012114,2018/2/25 19:07,5660035731,9,560.233037,0
5120120,2018/2/23 17:27,5304663910,12,231.5405077,1
4420117,2018/2/9 5:03,2923696779,10,493.9748421,1
6216117,2018/2/11 15:21,2133877391,11,285.4926709,0
3713114,2018/2/8 2:05,6177533683,4,838.7329656,0
4818114,2018/2/1 16:51,2888589457,1,611.2571095,0
4716119,2018/2/19 18:38,1650324727,8,924.8294598,0
4013115,2018/2/24 23:37,7869318146,5,375.6223067,1
4316114,2018/2/24 13:21,3033185844,11,889.5352118,0
3916120,2018/2/20 10:40,6158366925,8,402.9210952,0
6217117,2018/2/6 17:09,1813452708,12,422.7687698,1
3218120,2018/2/19 17:20,2561591949,4,559.8710849,0
5514120,2018/2/27 16:28,8894946462,6,971.5998676,1
6517119,2018/2/2 17:45,1998873093,2,412.7485188,1
6514113,2018/2/13 3:32,3485414550,10,621.2301764,0
5714116,2018/2/20 12:46,4006976621,7,504.1533884,1
5615114,2018/2/7 7:15,4857827982,5,228.0223913,0
4413116,2018/2/6 20:38,2630380156,10,301.0581078,1
5214112,2018/2/21 6:08,6687237530,11,266.0271355,0
3620112,2018/2/12 0:17,1018833816,9,602.6665032,0
5020115,2018/2/3 9:14,7380568289,8,609.7115217,1
5519116,2018/2/24 10:32,2422659036,5,619.4876296,0
5314113,2018/2/14 20:45,2618632122,10,1010.892824,0
4617116,2018/2/15 22:27,8870772778,3,873.319535,1
5820111,2018/2/23 9:05,7277560257,5,871.390164,0
3912115,2018/2/6 20:42,8965137641,4,754.9938985,0
3919114,2018/2/9 12:02,1842619000,9,744.9900143,0
5418112,2018/2/16 14:19,3621878043,8,1025.612462,1
4117111,2018/2/9 14:19,3294591307,4,503.2113123,0
3618111,2018/2/7 2:48,8744472817,10,736.4245891,1
5919119,2018/2/26 16:59,6589933502,3,703.8166645,1
4914114,2018/2/15 12:38,6448731011,9,1043.027754,0
5017118,2018/2/9 4:23,7784134530,6,408.2460465,0
5116118,2018/2/21 5:03,6413393272,7,461.4649626,0
3216113,2018/2/13 4:35,2923632513,9,937.9230665,1
5915117,2018/2/6 21:43,7325035769,12,490.6133431,0
6318117,2018/2/9 16:14,7144989458,9,1090.264437,1
6417119,2018/2/21 11:41,8264053548,4,644.2316775,0
5017119,2018/2/24 22:30,6800854287,5,1126.125635,1
4716112,2018/2/27 1:46,5723963816,2,1072.348457,0
5615113,2018/2/7 6:12,2070476076,4,1176.130734,0
6520116,2018/2/9 16:27,7784939773,2,492.6582589,1
3214120,2018/2/5 4:04,3188490812,8,453.7108833,0
3815118,2018/2/20 21:21,4685564123,5,149.3362008,0
4212115,2018/2/9 3:33,2674922940,6,434.1315733,1
5118120,2018/2/16 22:09,6807485052,1,529.8598715,0
5311119,2018/2/16 13:49,6950640819,11,523.8703217,0
5320119,2018/2/11 10:40,6807187576,1,1089.865304,0
4016113,2018/2/4 23:50,6460917245,11,527.5623689,0
4616116,2018/2/7 4:31,3604688393,9,632.670269,1
6712112,2018/2/24 5:11,5817325450,5,954.9217474,0
4616112,2018/2/26 6:18,8823353573,10,1029.788714,0
4011114,2018/2/28 17:37,2198858987,5,1156.825035,1
6713116,2018/2/23 6:55,1636659055,3,666.1418246,0
3913119,2018/2/7 9:44,7079561808,11,211.087198,0
4518115,2018/2/23 16:54,1131395851,11,640.7334766,0
6413114,2018/2/15 3:10,2686675846,2,634.4546527,0
4813113,2018/2/17 17:19,7032768284,3,573.3301089,0
