Uid,Order_Date,Order_Id,Pay_Type,Pay_Amt,Is_Discount
6513117,2018/1/28 21:10,7179975487,1,980.9395451,0
4813120,2018/1/4 13:12,5749059995,2,576.7204045,1
5416117,2018/1/18 6:29,4495576587,1,981.822704,1
4716114,2018/1/12 7:01,5176923961,6,66.0329385,1
5512111,2018/1/14 21:59,2082927938,3,244.8133484,1
4113118,2018/1/5 23:40,5914913353,8,631.6012113,0
4117113,2018/1/11 2:32,5083566165,6,698.3296484,0
4618113,2018/1/28 14:48,8023894813,6,640.0505863,0
5617119,2018/1/3 2:10,1536914855,9,574.8537087,0
3511114,2018/1/10 13:21,6203918662,8,976.6751849,1
4220113,2018/1/28 9:46,5734939488,3,567.6454814,0
4814112,2018/1/23 10:44,2891995137,7,310.8602204,0
6516116,2018/1/24 23:06,6242289486,9,348.2061667,0
5011120,2018/1/29 19:15,6133555875,5,617.6358887,0
6512115,2018/1/6 8:48,2084839136,7,646.6637027,1
6711116,2018/1/25 18:40,1474522542,3,536.0777616,1
4818118,2018/1/5 7:55,7423771413,11,841.4488939,0
5811118,2018/1/12 11:33,5317079911,12,697.092217,0
5416111,2018/1/2 19:57,5481883782,5,621.3102416,0
6319114,2018/1/7 2:00,6551247239,6,851.285863,0
6216114,2018/1/1 16:07,3536942721,4,802.1117101,0
3717112,2018/1/6 22:56,1409886243,7,429.7549616,0
4218112,2018/1/18 1:55,8229866271,4,1105.433639,1
3712118,2018/1/2 12:24,8991765126,12,456.5135703,0
4519114,2018/1/15 4:04,1969092523,4,214.0258342,1
5815112,2018/1/9 15:14,4634283033,9,987.5258261,0
3218117,2018/1/4 22:49,7449957744,8,780.8973375,1
4816111,2018/1/13 2:34,1442130207,10,764.0686668,0
6317112,2018/1/17 15:43,2819352692,9,786.8585091,0
6117118,2018/1/17 5:07,2237846540,1,1122.241683,0
3520113,2018/1/29 14:58,7355282788,1,954.7787229,0
3217113,2018/1/29 19:01,3480151497,5,843.1589699,0
4418111,2018/1/20 21:10,8913338672,12,807.5009426,1
4920111,2018/1/1 5:34,6432232586,12,79.71044476,0
5914112,2018/1/21 13:08,2766671775,8,206.3150288,1
5519112,2018/1/27 19:37,3526182098,10,615.3932674,0
4318113,2018/1/11 1:36,5498557399,3,425.4722892,1
6511115,2018/1/2 21:50,4271255803,8,97.66543099,0
4714112,2018/1/10 3:47,3674651831,11,761.7298962,0
4317111,2018/1/27 0:43,4718566903,11,928.6088688,1
4016117,2018/1/25 17:01,8423078716,12,168.4688274,0
4319120,2018/1/18 3:01,8544668740,2,53.62166209,0
6315120,2018/1/5 5:47,6971069014,7,353.7034597,1
3718118,2018/1/1 13:14,1353578849,9,595.9572354,0
5318111,2018/1/25 4:55,5897575211,11,872.9563387,0
3620119,2018/1/29 5:51,4336567834,1,866.1318937,0
3312112,2018/1/27 18:27,3816691190,10,538.8170022,0
6120116,2018/1/7 9:04,4486666286,11,797.446541,1
4715111,2018/1/13 6:22,2185183764,7,509.1493724,0
6715112,2018/1/25 19:49,2198072822,6,142.6449369,0
4119120,2018/1/17 2:29,1172642136,7,507.3572859,1
6115119,2018/1/13 10:32,7447998589,8,522.9587953,0
4117119,2018/1/17 23:57,3600735341,5,268.7446275,1
6420116,2018/1/9 14:32,4499711539,12,530.5877144,0
3519119,2018/1/10 7:09,1012149687,4,571.9962759,0
4418113,2018/1/26 8:15,3240760175,4,390.459399,0
